id, ECLI, rechtbank, rechtsgebied, subrechtsgebied
1589, ECLI:NL:RBDHA:2025:6038, Bestuursrecht, Vreemdelingenrecht
1590, ECLI:NL:RVS:2022:285, Bestuursrecht, 
1591, ECLI:NL:HR:2006:AW2326, Bestuursrecht, Belastingrecht
1592, ECLI:NL:HR:2010:BJ8465, Bestuursrecht, Belastingrecht
1593, ECLI:NL:PHR:2024:916, Bestuursrecht, Belastingrecht
1594, ECLI:NL:RVS:2014:4690, Bestuursrecht, 
1595, ECLI:NL:HR:2023:1526, Bestuursrecht, Belastingrecht
1596, ECLI:NL:RVS:2012:3474, Bestuursrecht, Belastingrecht
1597, ECLI:NL:HR:2000:AA5261, Civiel recht, 
1598, ECLI:NL:XX:2005:BF8528, Civiel recht, 
1599, ECLI:NL:RBLIM:2023:7356, Bestuursrecht, 
1600, ECLI:NL:CRVB:2014:1488, Bestuursrecht, 
1601, ECLI:NL:HR:2015:2796, Bestuursrecht, Belastingrecht
1602, ECLI:NL:HR:2016:121, Bestuursrecht, Belastingrecht
1603, ECLI:NL:RBDHA:2022:2305, Bestuursrecht, Vreemdelingenrecht
1604, ECLI:NL:RBDHA:2023:4223, Bestuursrecht, Vreemdelingenrecht
1605, ECLI:NL:HR:2016:315, Bestuursrecht, Belastingrecht
1606, ECLI:NL:HR:2020:1746, Civiel recht, 
1607, ECLI:NL:RBOVE:2024:4752, Bestuursrecht, 
1608, ECLI:NL:HR:2018:488, Civiel recht, Personen- en familierecht
1609, ECLI:NL:RVS:2021:2114, Bestuursrecht, 
1610, ECLI:NL:RBAMS:2020:2938, Strafrecht, 
1611, ECLI:NL:GHSHE:2021:1341, Civiel recht, 
1612, ECLI:NL:CRVB:2014:398, Bestuursrecht, Socialezekerheidsrecht
1613, ECLI:NL:HR:1993:ZC0950, Civiel recht, 
1614, ECLI:NL:RVS:2021:2277, Bestuursrecht, 
1615, ECLI:NL:GHARL:2024:6663, Civiel recht, 
1616, ECLI:NL:HR:2022:1837, Civiel recht, 
1617, ECLI:NL:HR:2011:BQ8092, Civiel recht, Insolventierecht
1618, ECLI:NL:RVS:2025:1118, Bestuursrecht, Vreemdelingenrecht
1619, ECLI:NL:PHR:2024:133, Bestuursrecht, Belastingrecht
1620, ECLI:NL:GHDHA:2021:2568, Bestuursrecht, Belastingrecht
1621, ECLI:NL:CBB:2024:32, Bestuursrecht, 
1622, ECLI:NL:HR:2016:1203, Bestuursrecht, Belastingrecht
1623, ECLI:NL:GHSHE:2019:2176, Bestuursrecht, Belastingrecht
1624, ECLI:NL:CRVB:2012:BV9303, Bestuursrecht, Socialezekerheidsrecht
1625, ECLI:NL:HR:2022:1277, Bestuursrecht, Belastingrecht
1626, ECLI:NL:HR:2016:666, Civiel recht, 
1627, ECLI:NL:HR:2016:2083, Bestuursrecht, Belastingrecht
1628, ECLI:NL:RBAMS:2024:6164, Strafrecht, Europees strafrecht
1629, ECLI:NL:RVS:2021:325, Bestuursrecht, 
1630, ECLI:NL:HR:2013:BZ3643, Civiel recht, 
1631, ECLI:NL:GHARL:2022:7510, Bestuursrecht, Belastingrecht
1632, ECLI:NL:HR:2017:275, Civiel recht, 
1633, ECLI:NL:PHR:2020:438, Bestuursrecht, Belastingrecht
1634, ECLI:NL:RVS:2014:4598, Bestuursrecht, 
1635, ECLI:NL:RBOBR:2021:6389, Bestuursrecht, Omgevingsrecht
1636, ECLI:NL:HR:2015:3241, Civiel recht, 
1637, ECLI:NL:HR:2003:AF4606, Civiel recht, 
1638, ECLI:NL:CRVB:2021:1888, Bestuursrecht, Socialezekerheidsrecht
1639, ECLI:NL:HR:2016:1293, Civiel recht, 
1640, ECLI:NL:RVS:2024:4088, Bestuursrecht, Omgevingsrecht
1641, ECLI:NL:GHARL:2018:6402, Bestuursrecht, Bestuursstrafrecht
1642, ECLI:NL:RVS:2013:1259, Bestuursrecht, Omgevingsrecht
1643, ECLI:NL:RVS:2016:1049, Bestuursrecht, 
1644, ECLI:NL:HR:2018:678, Civiel recht, 
1645, ECLI:NL:GHARL:2016:4501, Civiel recht, Personen- en familierecht
1646, ECLI:NL:RVS:2025:5248, Bestuursrecht, Vreemdelingenrecht
1647, ECLI:NL:RVS:2023:4199, Bestuursrecht, Vreemdelingenrecht
1648, ECLI:NL:RVS:2018:961, Bestuursrecht, 
1649, ECLI:NL:RVS:2018:2092, Bestuursrecht, Vreemdelingenrecht
1650, ECLI:NL:RVS:2014:3559, Bestuursrecht, 
1651, ECLI:NL:HR:2013:BY4600, Civiel recht, 
1652, ECLI:NL:RVS:2025:5131, Bestuursrecht, Vreemdelingenrecht
1653, ECLI:NL:RVS:2018:2093, Bestuursrecht, Vreemdelingenrecht
1654, ECLI:NL:PHR:2017:81, Bestuursrecht, Belastingrecht
1655, ECLI:NL:RVS:2019:2447, Bestuursrecht, 
1656, ECLI:NL:RVS:2014:3485, Bestuursrecht, 
1657, ECLI:NL:GHAMS:2022:3540, Civiel recht, 
1658, ECLI:NL:RVS:2020:1160, Bestuursrecht, 
1659, ECLI:NL:HR:1978:AX3264, Bestuursrecht, Belastingrecht
1660, ECLI:NL:CRVB:2022:2461, Bestuursrecht, Socialezekerheidsrecht
1661, ECLI:NL:GHDHA:2023:2043, Bestuursrecht, Belastingrecht
1662, ECLI:NL:GHARL:2023:7561, Bestuursrecht, Bestuursstrafrecht
1663, ECLI:NL:HR:1992:ZC0673, Civiel recht, 
1664, ECLI:NL:HR:2020:63, Bestuursrecht, Belastingrecht
1665, ECLI:NL:HR:2016:2667, Bestuursrecht, Belastingrecht
1666, ECLI:NL:CRVB:2016:2689, Bestuursrecht, Socialezekerheidsrecht
1667, ECLI:NL:HR:2017:290, Bestuursrecht, Belastingrecht
1668, ECLI:NL:HR:1996:AC0478, Bestuursrecht, Belastingrecht
1669, ECLI:NL:CRVB:2022:1493, Bestuursrecht, Socialezekerheidsrecht
1670, ECLI:NL:HR:2006:AU7935, Civiel recht, 
1671, ECLI:NL:HR:2014:1489, Civiel recht, 
1672, ECLI:NL:RVS:2013:BZ9072, Bestuursrecht, 
1673, ECLI:NL:HR:1988:AC3785, Civiel recht, 
1674, ECLI:NL:RVS:2024:2642, Bestuursrecht, Vreemdelingenrecht
1675, ECLI:NL:RBZWB:2024:7813, Bestuursrecht, Bestuursprocesrecht
1676, ECLI:NL:RVS:2018:4158, Bestuursrecht, 
1677, ECLI:NL:HR:2011:BO5087, Bestuursrecht, Belastingrecht
1678, ECLI:NL:CRVB:2012:BX1005, Bestuursrecht, Socialezekerheidsrecht
1679, ECLI:NL:RVS:2025:552, Bestuursrecht, 
1680, ECLI:NL:RVS:2024:951, Bestuursrecht, 
1681, ECLI:NL:CRVB:2016:1896, Bestuursrecht, Socialezekerheidsrecht
1682, ECLI:NL:RBDHA:2025:10278, Bestuursrecht, Vreemdelingenrecht
1683, ECLI:NL:HR:2017:164, Civiel recht, 
1684, ECLI:NL:HR:1990:AD7494, Civiel recht, 
1685, ECLI:NL:HR:2024:515, Bestuursrecht, Belastingrecht
1686, ECLI:NL:RVS:2016:1783, Bestuursrecht, Vreemdelingenrecht
1687, ECLI:NL:RVS:2010:BL3354, Bestuursrecht, 
1688, ECLI:NL:GHDHA:2020:2116, Civiel recht, Personen- en familierecht
1689, ECLI:NL:RBMNE:2021:4549, Civiel recht, Personen- en familierecht
1690, ECLI:NL:HR:2014:716, Strafrecht, 
1691, ECLI:NL:GHSHE:2022:4081, Civiel recht, Verbintenissenrecht
1692, ECLI:NL:PHR:2024:1141, Bestuursrecht, Belastingrecht
1693, ECLI:NL:CRVB:2020:559, Bestuursrecht, Socialezekerheidsrecht
1694, ECLI:NL:RVS:2016:2502, Bestuursrecht, 
1695, ECLI:NL:RVS:2016:2582, Bestuursrecht, 
1696, ECLI:NL:GHARL:2022:2330, Bestuursrecht, Bestuursstrafrecht
1697, ECLI:NL:HR:2020:331, Bestuursrecht, Belastingrecht
1698, ECLI:NL:HR:2016:724, Civiel recht, Personen- en familierecht
1699, ECLI:NL:HR:2022:1917, Bestuursrecht, Belastingrecht
1700, ECLI:NL:RVS:2023:713, Bestuursrecht, 
1701, ECLI:NL:HR:2009:BH2952, Civiel recht, 
1702, ECLI:NL:HR:2015:2914, Civiel recht, 
1703, ECLI:NL:CRVB:2021:1116, Bestuursrecht, Socialezekerheidsrecht
1704, ECLI:NL:RVS:2024:1253, Bestuursrecht, Vreemdelingenrecht
1705, ECLI:NL:HR:1999:AA2720, Bestuursrecht, Belastingrecht
1706, ECLI:NL:RVS:2014:4736, Bestuursrecht, 
1707, ECLI:NL:HR:1990:AB9374, Civiel recht, 
1708, ECLI:NL:RVS:2014:2562, Bestuursrecht, 
1709, ECLI:NL:HR:2015:688, Civiel recht, Personen- en familierecht
1710, ECLI:NL:GHARL:2017:4021, Bestuursrecht, Bestuursstrafrecht
1711, ECLI:NL:RVS:2014:521, Bestuursrecht, 
1712, ECLI:NL:HR:2018:1810, Civiel recht, 
1713, ECLI:NL:RVS:2023:718, Bestuursrecht, 
1714, ECLI:NL:RVS:2018:3020, Bestuursrecht, 
1715, ECLI:NL:HR:2016:2495, Bestuursrecht, Belastingrecht
1716, ECLI:NL:GHAMS:2014:1533, Civiel recht, 
1717, ECLI:NL:CRVB:2022:2207, Bestuursrecht, Socialezekerheidsrecht
1718, ECLI:NL:RVS:2014:4672, Bestuursrecht, 
1719, ECLI:NL:RBMNE:2023:6191, Bestuursrecht, Belastingrecht
1720, ECLI:NL:RBAMS:2020:1896, Strafrecht, Europees strafrecht
1721, ECLI:NL:OGEAC:2018:57, Bestuursrecht, Belastingrecht
1722, ECLI:NL:RVS:2020:1128, Bestuursrecht, 
1723, ECLI:NL:RVS:2018:3735, Bestuursrecht, Vreemdelingenrecht
1724, ECLI:NL:HR:2014:3618, Strafrecht, 
1725, ECLI:NL:GHDHA:2022:2429, Civiel recht, 
1726, ECLI:NL:CRVB:2014:2785, Bestuursrecht, Ambtenarenrecht
1727, ECLI:NL:HR:2020:317, Bestuursrecht, Belastingrecht
1728, ECLI:NL:CRVB:2018:2399, Bestuursrecht, Socialezekerheidsrecht
1729, ECLI:NL:HR:2017:341, Bestuursrecht, Belastingrecht
1730, ECLI:NL:GHARL:2023:6369, Bestuursrecht, Bestuursstrafrecht
1731, ECLI:NL:RBDHA:2025:8393, Bestuursrecht, 
1732, ECLI:NL:RVS:2025:5149, Bestuursrecht, Vreemdelingenrecht
1733, ECLI:NL:HR:2003:AI0924, Bestuursrecht, Belastingrecht
1734, ECLI:NL:GHARL:2024:3339, Bestuursrecht, Bestuursstrafrecht
1735, ECLI:NL:RBDHA:2023:21288, Bestuursrecht, Vreemdelingenrecht
1736, ECLI:NL:TACAKN:2012:YH0319, Bestuursrecht, Vreemdelingenrecht
1737, ECLI:NL:CRVB:2019:345, Bestuursrecht, Socialezekerheidsrecht
1738, ECLI:NL:CRVB:2023:2086, Bestuursrecht, Socialezekerheidsrecht
1739, ECLI:NL:RVS:2019:2536, Bestuursrecht, 
1740, ECLI:NL:HR:2018:1985, Civiel recht, 
1741, ECLI:NL:RVS:2015:1330, Bestuursrecht, 
1742, ECLI:NL:GHARL:2019:10565, Civiel recht, 
1743, ECLI:NL:GHARL:2024:6662, Civiel recht, 
1744, ECLI:NL:CRVB:2017:1476, Bestuursrecht, Socialezekerheidsrecht
1745, ECLI:NL:PHR:2019:791, Bestuursrecht, Belastingrecht
1746, ECLI:NL:RVS:2014:99, Bestuursrecht, 
1747, ECLI:NL:HR:2023:443, Civiel recht, 
1748, ECLI:NL:PHR:2009:BJ7928, Bestuursrecht, Belastingrecht
1749, ECLI:NL:HR:1999:ZC2810, Civiel recht, 
1750, ECLI:NL:RBMNE:2023:2574, Bestuursrecht, Belastingrecht
1751, ECLI:NL:HR:2024:775, Bestuursrecht, Belastingrecht
1752, ECLI:NL:RVS:2024:1602, Bestuursrecht, Omgevingsrecht
1753, ECLI:NL:HR:2018:1311, Bestuursrecht, Belastingrecht
1754, ECLI:NL:HR:2018:463, Civiel recht, Personen- en familierecht
1755, ECLI:NL:HR:2014:2838, Civiel recht, 
1756, ECLI:NL:RVS:2025:789, Bestuursrecht, Vreemdelingenrecht
1757, ECLI:NL:ORBBACM:2015:13, Bestuursrecht, Belastingrecht
1758, ECLI:NL:RVS:2024:4923, Bestuursrecht, 
1759, ECLI:NL:HR:2009:BH0070, Civiel recht, 
1760, ECLI:NL:PHR:2023:711, Bestuursrecht, Belastingrecht
1761, ECLI:NL:GHDHA:2021:580, Civiel recht, 
1762, ECLI:NL:HR:2023:637, Strafrecht, 
1763, ECLI:NL:RVS:2022:835, Bestuursrecht, 
1764, ECLI:NL:HR:2000:AA5863, Civiel recht, 
1765, ECLI:NL:RVS:2012:BY2475, Bestuursrecht, 
1766, ECLI:NL:RVS:2024:1301, Bestuursrecht, 
1767, ECLI:NL:RVS:2007:BA1703, Bestuursrecht, Omgevingsrecht
1768, ECLI:NL:RVS:2018:4039, Bestuursrecht, 
1769, ECLI:NL:RVS:2023:1446, Bestuursrecht, Omgevingsrecht
1770, ECLI:NL:HR:1985:AG4960, Civiel recht, 
1771, ECLI:NL:RVS:2023:1017, Bestuursrecht, 
1772, ECLI:NL:GHARL:2020:8984, Civiel recht, 
1773, ECLI:NL:RBMNE:2021:4163, Civiel recht, Personen- en familierecht
1774, ECLI:NL:RVS:2009:BI8471, Bestuursrecht, Omgevingsrecht
1775, ECLI:NL:HR:2011:BN6324, Bestuursrecht, Belastingrecht
1776, ECLI:NL:RVS:2012:BW9537, Bestuursrecht, 
1777, ECLI:NL:HR:1937:184, Civiel recht, 
1778, ECLI:NL:RVS:2023:2333, Bestuursrecht, 
1779, ECLI:NL:RBROT:2020:7504, Bestuursrecht, 
1780, ECLI:NL:HR:2012:BW1999, Civiel recht, 
1781, ECLI:NL:HR:1968:AX5927, Bestuursrecht, Belastingrecht
1782, ECLI:NL:RVS:2003:AO0820, Bestuursrecht, 
1783, ECLI:NL:HR:2000:AA5802, Strafrecht, 
1784, ECLI:NL:RVS:2023:913, Bestuursrecht, 
1785, ECLI:NL:RVS:2016:3232, Bestuursrecht, Vreemdelingenrecht
1786, ECLI:NL:RVS:2019:4077, Bestuursrecht, 
1787, ECLI:NL:HR:2024:653, Bestuursrecht, Belastingrecht
1788, ECLI:NL:HR:2005:AR5213, Civiel recht, 
1789, ECLI:NL:HR:2025:681, Bestuursrecht, Belastingrecht
1790, ECLI:NL:CRVB:2014:1579, Bestuursrecht, Ambtenarenrecht
1791, ECLI:NL:GHARL:2016:4926, Bestuursrecht, Bestuursstrafrecht
1792, ECLI:NL:RBAMS:2017:2740, Bestuursrecht, 
1793, ECLI:NL:HR:2017:292, Bestuursrecht, Belastingrecht
1794, ECLI:NL:OGHACMB:2012:BX5453, Bestuursrecht, 
1795, ECLI:NL:HR:1998:AA2306, Bestuursrecht, Belastingrecht
1796, ECLI:NL:HR:2000:AA6513, Bestuursrecht, Belastingrecht
1797, ECLI:NL:GHARL:2024:5850, Civiel recht, 
1798, ECLI:NL:HR:2016:1483, Civiel recht, 
1799, ECLI:NL:RVS:2023:1054, Bestuursrecht, Vreemdelingenrecht
1800, ECLI:NL:RBAMS:2020:3776, Strafrecht, 
1801, ECLI:NL:RBGEL:2021:325, Civiel recht, Personen- en familierecht
1802, ECLI:NL:HR:2013:CA3765, Civiel recht, 
1803, ECLI:NL:RVS:2021:1276, Bestuursrecht, 
1804, ECLI:NL:RVS:2011:BR2279, Bestuursrecht, 
1805, ECLI:NL:CRVB:2019:2018, Bestuursrecht, Socialezekerheidsrecht
1806, ECLI:NL:RBDHA:2024:11270, Bestuursrecht, Vreemdelingenrecht
1807, ECLI:NL:HR:2017:2444, Civiel recht, 
1808, ECLI:NL:CRVB:2007:BB6732, Bestuursrecht, Ambtenarenrecht
1809, ECLI:NL:RVS:2018:1118, Bestuursrecht, 
1810, ECLI:NL:RBDHA:2024:5737, Bestuursrecht, Vreemdelingenrecht
1811, ECLI:NL:RVS:2020:2706, Bestuursrecht, 
1812, ECLI:NL:HR:2006:AT3051, Bestuursrecht, Belastingrecht
1813, ECLI:NL:CRVB:2016:1566, Bestuursrecht, Socialezekerheidsrecht
1814, ECLI:NL:HR:2008:BD1847, Civiel recht, 
1815, ECLI:NL:HR:2002:AE5164, Civiel recht, 
1816, ECLI:NL:HR:2011:BP4003, Civiel recht, 
1817, ECLI:NL:RVS:2023:1953, Bestuursrecht, 
1818, ECLI:NL:RVS:2024:4909, Bestuursrecht, 
1819, ECLI:NL:RVS:2020:2205, Bestuursrecht, Omgevingsrecht
1820, ECLI:NL:CBB:2020:992, Bestuursrecht, 
1821, ECLI:NL:RVS:2010:BM7718, Bestuursrecht, 
1822, ECLI:NL:RVS:2021:249, Bestuursrecht, 
1823, ECLI:NL:HR:2022:336, Civiel recht, 
1824, ECLI:NL:HR:2017:2517, Bestuursrecht, Belastingrecht
1825, ECLI:NL:RVS:2024:2058, Bestuursrecht, 
1826, ECLI:NL:RVS:2015:3836, Bestuursrecht, 
1827, ECLI:NL:RVS:2022:1042, Bestuursrecht, Vreemdelingenrecht
1828, ECLI:NL:RVS:2025:3148, Bestuursrecht, Vreemdelingenrecht
1829, ECLI:NL:GHARL:2017:8630, Strafrecht, Strafprocesrecht
1830, ECLI:NL:GHARL:2017:1777, Bestuursrecht, Bestuursstrafrecht
1831, ECLI:NL:PHR:2017:374, Bestuursrecht, Belastingrecht
1832, ECLI:NL:CRVB:2023:2402, Bestuursrecht, Socialezekerheidsrecht
1833, ECLI:NL:RVS:2009:BH1142, Bestuursrecht, 
1834, ECLI:NL:HR:2013:1776, Bestuursrecht, Belastingrecht
1835, ECLI:NL:CRVB:2015:1450, Bestuursrecht, Socialezekerheidsrecht
1836, ECLI:NL:HR:2013:1797, Bestuursrecht, Belastingrecht
1837, ECLI:NL:GHARL:2023:138, Bestuursrecht, Belastingrecht
1838, ECLI:NL:HR:2024:1060, Bestuursrecht, Belastingrecht
1839, ECLI:NL:CRVB:2021:881, Bestuursrecht, Socialezekerheidsrecht
1840, ECLI:NL:RVS:2021:1213, Bestuursrecht, 
1841, ECLI:NL:CRVB:2019:1696, Bestuursrecht, Socialezekerheidsrecht
1842, ECLI:NL:HR:2004:AQ3810, Civiel recht, 
1843, ECLI:NL:HR:2021:1660, Bestuursrecht, Belastingrecht
1844, ECLI:NL:RVS:2020:2879, Bestuursrecht, 
1845, ECLI:NL:RVS:2023:4585, Bestuursrecht, 
1846, ECLI:NL:HR:2010:BL7169, Bestuursrecht, Belastingrecht
1847, ECLI:NL:CRVB:2013:2985, Bestuursrecht, Ambtenarenrecht
1848, ECLI:NL:RVS:2020:2798, Bestuursrecht, 
1849, ECLI:NL:RVS:2021:554, Bestuursrecht, 
1850, ECLI:NL:CRVB:2022:2717, Bestuursrecht, Socialezekerheidsrecht
1851, ECLI:NL:RVS:2003:AM2916, Bestuursrecht, Vreemdelingenrecht
1852, ECLI:NL:HR:2022:89, Bestuursrecht, Belastingrecht
1853, ECLI:NL:RBGEL:2022:519, Bestuursrecht, Belastingrecht
1854, ECLI:NL:HR:2019:793, Strafrecht, 
1855, ECLI:NL:RVS:2019:1855, Bestuursrecht, Vreemdelingenrecht
1856, ECLI:NL:RBAMS:2024:5122, Strafrecht, Internationaal strafrecht
1857, ECLI:NL:RVS:2020:3139, Bestuursrecht, 
1858, ECLI:NL:GHARL:2022:3771, Bestuursrecht, Bestuursstrafrecht
1859, ECLI:NL:GHARL:2024:4051, Strafrecht, Strafprocesrecht
1860, ECLI:NL:HR:2012:BY2665, Bestuursrecht, Belastingrecht
1861, ECLI:NL:RVS:2018:3745, Bestuursrecht, Vreemdelingenrecht
1862, ECLI:NL:PHR:2024:1, Bestuursrecht, Belastingrecht
1863, ECLI:NL:HR:1994:ZC5609, Bestuursrecht, Belastingrecht
1864, ECLI:NL:RVS:2017:1588, Bestuursrecht, 
1865, ECLI:NL:HR:2014:2782, Bestuursrecht, Belastingrecht
1866, ECLI:NL:RVS:2024:2946, Bestuursrecht, Vreemdelingenrecht
1867, ECLI:NL:HR:2001:AB2576, Civiel recht, 
1868, ECLI:NL:RVS:2014:4530, Bestuursrecht, 
1869, ECLI:NL:RVS:2020:1166, Bestuursrecht, 
1870, ECLI:NL:GHSHE:2020:698, Civiel recht, 
1871, ECLI:NL:GHAMS:2022:362, Bestuursrecht, Belastingrecht
1872, ECLI:NL:GHAMS:2022:1754, Civiel recht, 
1873, ECLI:NL:CRVB:2016:3501, Bestuursrecht, Socialezekerheidsrecht
1874, ECLI:NL:RVS:2014:4272, Bestuursrecht, 
1875, ECLI:NL:RVS:2013:CA2858, Bestuursrecht, 
1876, ECLI:NL:HR:2002:AE5618, Strafrecht, 
1877, ECLI:NL:CRVB:2010:BM8090, Bestuursrecht, Socialezekerheidsrecht
1878, ECLI:NL:HR:2023:1703, Bestuursrecht, Belastingrecht
1879, ECLI:NL:RVS:2016:486, Bestuursrecht, 
1880, ECLI:NL:CRVB:2001:AD5986, Bestuursrecht, Socialezekerheidsrecht
1881, ECLI:NL:GHAMS:2024:2297, Bestuursrecht, Belastingrecht
1882, ECLI:NL:RVS:2024:2548, Bestuursrecht, Vreemdelingenrecht
1883, ECLI:NL:HR:2009:BJ5125, Bestuursrecht, Belastingrecht
1884, ECLI:NL:HR:2023:1337, Bestuursrecht, Belastingrecht
1885, ECLI:NL:RBAMS:2019:198, Civiel recht, 
1886, ECLI:NL:RVS:2015:32, Bestuursrecht, 
1887, ECLI:NL:RVS:2020:1182, Bestuursrecht, 
1888, ECLI:NL:RVS:2018:999, Bestuursrecht, Vreemdelingenrecht
1889, ECLI:NL:RVS:2020:1560, Bestuursrecht, Vreemdelingenrecht
1890, ECLI:NL:CBB:2024:190, Bestuursrecht, 
1891, ECLI:NL:HR:2021:1725, Civiel recht, 
1892, ECLI:NL:RVS:2016:1442, Bestuursrecht, Vreemdelingenrecht
1893, ECLI:NL:RVS:2017:1733, Bestuursrecht, Vreemdelingenrecht
1894, ECLI:NL:CRVB:2023:133, Bestuursrecht, Socialezekerheidsrecht
1895, ECLI:NL:HR:2006:AY7000, Civiel recht, Personen- en familierecht
1896, ECLI:NL:RVS:2024:268, Bestuursrecht, 
1897, ECLI:NL:CRVB:2010:BO9528, Bestuursrecht, Socialezekerheidsrecht
1898, ECLI:NL:GHARL:2015:65, Bestuursrecht, Bestuursstrafrecht
1899, ECLI:NL:RVS:2019:3410, Bestuursrecht, Vreemdelingenrecht
1900, ECLI:NL:CRVB:2017:2622, Bestuursrecht, Socialezekerheidsrecht
1901, ECLI:NL:CBB:2022:134, Bestuursrecht, 
1902, ECLI:NL:RBDHA:2019:12744, Bestuursrecht, Socialezekerheidsrecht
1903, ECLI:NL:CBB:2023:52, Bestuursrecht, 
1904, ECLI:NL:RVS:2019:580, Bestuursrecht, Vreemdelingenrecht
1905, ECLI:NL:CRVB:2011:BU4522, Bestuursrecht, Socialezekerheidsrecht
1906, ECLI:NL:RVS:2022:85, Bestuursrecht, Vreemdelingenrecht
1907, ECLI:NL:CRVB:2019:815, Bestuursrecht, Socialezekerheidsrecht
1908, ECLI:NL:RVS:2018:1081, Bestuursrecht, Vreemdelingenrecht
1909, ECLI:NL:RVS:2022:2759, Bestuursrecht, Vreemdelingenrecht
1910, ECLI:NL:RVS:2024:4631, Bestuursrecht, Vreemdelingenrecht
1911, ECLI:NL:CRVB:2012:BW5987, Bestuursrecht, Socialezekerheidsrecht
1912, ECLI:NL:RVS:2024:2224, Bestuursrecht, 
1913, ECLI:NL:CRvB:2010:BM1179, Bestuursrecht, Socialezekerheidsrecht
1914, ECLI:NL:RVS:2021:2865, Bestuursrecht, Vreemdelingenrecht
1915, ECLI:NL:PHR:2021:80, Bestuursrecht, Belastingrecht
1916, ECLI:NL:HR:2011:BO6106, Civiel recht, 
1917, ECLI:NL:RVS:2019:665, Bestuursrecht, Vreemdelingenrecht
1918, ECLI:NL:CRVB:2021:3321, Bestuursrecht, Socialezekerheidsrecht
1919, ECLI:NL:CRVB:2022:2701, Bestuursrecht, Socialezekerheidsrecht
1920, ECLI:NL:HR:2014:702, Strafrecht, 
1921, ECLI:NL:RBLIM:2019:8232, Bestuursrecht, 
1922, ECLI:NL:CBB:2024:927, Bestuursrecht, 
1923, ECLI:NL:RVS:2018:1, Bestuursrecht, Vreemdelingenrecht
1924, ECLI:NL:HR:2014:91, Civiel recht, Personen- en familierecht
1925, ECLI:NL:PHR:2018:231, Bestuursrecht, Belastingrecht
1926, ECLI:NL:HR:2007:AX0678, Bestuursrecht, Belastingrecht
1927, ECLI:NL:HR:2003:AF7002, Civiel recht, 
1928, ECLI:NL:RBAMS:2023:538, Bestuursrecht, 
1929, ECLI:NL:RVS:2016:2526, Bestuursrecht, 
1930, ECLI:NL:CRVB:2021:2187, Bestuursrecht, Socialezekerheidsrecht
1931, ECLI:NL:CBB:2024:33, Bestuursrecht, 
1932, ECLI:NL:RBAMS:2024:7580, Civiel recht, Personen- en familierecht
1933, ECLI:NL:RVS:2013:1426, Bestuursrecht, 
1934, ECLI:NL:HR:2012:BW9879, Bestuursrecht, Belastingrecht
1935, ECLI:NL:RVS:2011:BU8882, Bestuursrecht, 
1936, ECLI:NL:RVS:2009:BK5859, Bestuursrecht, 
1937, ECLI:NL:RVS:2015:3652, Bestuursrecht, Vreemdelingenrecht
1938, ECLI:NL:RVS:2020:423, Bestuursrecht, 
1939, ECLI:NL:RVS:2024:3356, Bestuursrecht, 
1940, ECLI:NL:HR:2021:841, Strafrecht, 
1941, ECLI:NL:RBAMS:2024:1267, Strafrecht, Internationaal strafrecht
1942, ECLI:NL:GHAMS:2022:3607, Civiel recht, 
1943, ECLI:NL:GHDHA:2019:17, Bestuursrecht, Belastingrecht
1944, ECLI:NL:HR:2018:729, Civiel recht, 
1945, ECLI:NL:HR:2012:BW5393, Bestuursrecht, Belastingrecht
1946, ECLI:NL:HR:2020:1528, Bestuursrecht, Belastingrecht
1947, ECLI:NL:HR:2021:107, Civiel recht, 
1948, ECLI:NL:RVS:2022:1826, Bestuursrecht, Vreemdelingenrecht
1949, ECLI:NL:RVS:2024:2637, Bestuursrecht, Vreemdelingenrecht
1950, ECLI:NL:RVS:2017:3251, Bestuursrecht, 
1951, ECLI:NL:RBDHA:2025:940, Bestuursrecht, Vreemdelingenrecht
1952, ECLI:NL:RVS:2011:BP3670, Bestuursrecht, 
1953, ECLI:NL:CBB:2021:240, Bestuursrecht, 
1954, ECLI:NL:CRVB:2019:4351, Bestuursrecht, Socialezekerheidsrecht
1955, ECLI:NL:GHARL:2020:8549, Bestuursrecht, Bestuursstrafrecht
1956, ECLI:NL:RBNHO:2023:3628, Bestuursrecht, Socialezekerheidsrecht
1957, ECLI:NL:RVS:2013:1179, Bestuursrecht, 
1958, ECLI:NL:RVS:2019:2025, Bestuursrecht, 
1959, ECLI:NL:RVS:2016:3367, Bestuursrecht, Omgevingsrecht
1960, ECLI:NL:HR:2021:705, Bestuursrecht, Belastingrecht
1961, ECLI:NL:CRVB:2019:1449, Bestuursrecht, Socialezekerheidsrecht
1962, ECLI:NL:RVS:2022:3968, Bestuursrecht, 
1963, ECLI:NL:RVS:2022:433, Bestuursrecht, Vreemdelingenrecht
1964, ECLI:NL:HR:2019:1102, Bestuursrecht, Belastingrecht
1965, ECLI:NL:RVS:2024:3817, Bestuursrecht, Omgevingsrecht
1966, ECLI:NL:RVS:2005:AT4747, Bestuursrecht, 
1967, ECLI:NL:CRVB:2019:924, Bestuursrecht, Socialezekerheidsrecht
1968, ECLI:NL:HR:2018:89, Strafrecht, 
1969, ECLI:NL:RVS:2020:793, Bestuursrecht, 
1970, ECLI:NL:HR:2010:BM0787, Strafrecht, 
1971, ECLI:NL:HR:2008:BE9998, Civiel recht, 
