id, ECLI, rechtsgebied, subrechtsgebied
3040, ECLI:NL:HR:2016:1311, Civiel recht, 
3041, ECLI:NL:RVS:2021:878, Bestuursrecht, Vreemdelingenrecht
3042, ECLI:NL:HR:2010:BN8049, Bestuursrecht, Belastingrecht
3043, ECLI:NL:GHSHE:2022:3789, Bestuursrecht, Belastingrecht
3044, ECLI:NL:RBDHA:2015:1004, Bestuursrecht, Vreemdelingenrecht
3045, ECLI:NL:HR:2014:215, Civiel recht, 
3046, ECLI:NL:RVS:2018:2620, Bestuursrecht, 
3047, ECLI:NL:RVS:2020:1855, Bestuursrecht, Vreemdelingenrecht
3048, ECLI:NL:RBROT:2023:4376, Bestuursrecht, Bestuursstrafrecht
3049, ECLI:NL:RVS:2022:1020, Bestuursrecht, 
3050, ECLI:NL:RVS:2014:529, Bestuursrecht, 
3051, ECLI:NL:HR:1990:ZC4191, Bestuursrecht, Belastingrecht
3052, ECLI:NL:RVS:2017:354, Bestuursrecht, Omgevingsrecht
3053, ECLI:NL:RVS:2019:2912, Bestuursrecht, 
3054, ECLI:NL:RVS:2022:1916, Bestuursrecht, 
3055, ECLI:NL:RVS:2021:2564, Bestuursrecht, Vreemdelingenrecht
3056, ECLI:NL:RVS:2019:1390, Bestuursrecht, Vreemdelingenrecht
3057, ECLI:NL:RVS:2022:1918, Bestuursrecht, Vreemdelingenrecht
3058, ECLI:NL:RVS:2015:1515, Bestuursrecht, 
3059, ECLI:NL:RVS:2012:BX1866, Bestuursrecht, 
3060, ECLI:NL:HR:2021:1748, Bestuursrecht, Belastingrecht
3061, ECLI:NL:RBDHA:2024:10950, Bestuursrecht, Vreemdelingenrecht
3062, ECLI:NL:GHARL:2021:9802, Bestuursrecht, Belastingrecht
3063, ECLI:NL:HR:2013:BZ9228, Civiel recht, 
3064, ECLI:NL:RVS:2023:3209, Bestuursrecht, 
3065, ECLI:NL:RVS:2011:BQ1879, Bestuursrecht, 
3066, ECLI:NL:RVS:2021:374, Bestuursrecht, 
3067, ECLI:NL:GHAMS:2024:1370, Bestuursrecht, Belastingrecht
3068, ECLI:NL:RVS:2014:3736, Bestuursrecht, 
3069, ECLI:NL:RVS:2023:1417, Bestuursrecht, Vreemdelingenrecht
3070, ECLI:NL:HR:2015:3625, Civiel recht, 
3071, ECLI:NL:CRVB:2015:4398, Bestuursrecht, Ambtenarenrecht
3072, ECLI:NL:GHDHA:2024:1638, Bestuursrecht, Belastingrecht
3073, ECLI:NL:GHAMS:2019:3609, Civiel recht, 
3074, ECLI:NL:HR:2012:BY0567, Bestuursrecht, Belastingrecht
3075, ECLI:NL:RVS:2000:AA6723, Bestuursrecht, Omgevingsrecht
3076, ECLI:NL:RVS:2015:3415, Bestuursrecht, Vreemdelingenrecht
3077, ECLI:NL:RBAMS:2017:8565, Civiel recht, 
3078, ECLI:NL:RVS:2014:1292, Bestuursrecht, 
3079, ECLI:NL:RVS:2020:2375, Bestuursrecht, Omgevingsrecht
3080, ECLI:NL:HR:2023:1271, Bestuursrecht, Belastingrecht
3081, ECLI:NL:CRVB:2018:392, Bestuursrecht, Socialezekerheidsrecht
3082, ECLI:NL:HR:2006:AY9222, Civiel recht, 
3083, ECLI:NL:HR:2015:3467, Bestuursrecht, Belastingrecht
3084, ECLI:NL:RBDHA:2022:12914, Bestuursrecht, Vreemdelingenrecht
3085, ECLI:NL:RBDHA:2023:3370, Strafrecht, 
3086, ECLI:NL:GHARL:2023:6930, Bestuursrecht, Bestuursstrafrecht
3087, ECLI:NL:RVS:2019:109, Bestuursrecht, 
3088, ECLI:NL:RVS:2018:616, Bestuursrecht, 
3089, ECLI:NL:RVS:2021:1114, Bestuursrecht, 
3090, ECLI:NL:RVS:2021:926, Bestuursrecht, Vreemdelingenrecht
3091, ECLI:NL:RBDHA:2021:10735, Bestuursrecht, Vreemdelingenrecht
3092, ECLI:NL:HR:2015:1198, Civiel recht, 
3093, ECLI:NL:HR:2023:252, Bestuursrecht, Belastingrecht
3094, ECLI:NL:RBMNE:2021:3298, Civiel recht, Personen- en familierecht
3095, ECLI:NL:HR:2023:1603, Civiel recht, Arbeidsrecht
3096, ECLI:NL:RVS:2017:2377, Bestuursrecht, Vreemdelingenrecht
3097, ECLI:NL:RVS:2022:3302, Bestuursrecht, 
3098, ECLI:NL:GHDHA:2024:1660, Bestuursrecht, Belastingrecht
3099, ECLI:NL:RVS:2023:4775, Bestuursrecht, 
3100, ECLI:NL:RVS:2020:2067, Bestuursrecht, Vreemdelingenrecht
3101, ECLI:NL:HR:2023:97, Bestuursrecht, Belastingrecht
3102, ECLI:NL:HR:2008:BC1962, Bestuursrecht, Belastingrecht
3103, ECLI:NL:HR:2004:AN7324, Civiel recht, 
3104, ECLI:NL:HR:2011:BO9630, Civiel recht, 
3105, ECLI:NL:HR:2018:511, Bestuursrecht, Belastingrecht
3106, ECLI:NL:RVS:2018:1905, Bestuursrecht, Vreemdelingenrecht
3107, ECLI:NL:HR:2016:421, Bestuursrecht, Belastingrecht
3108, ECLI:NL:RVS:2016:1759, Bestuursrecht, Vreemdelingenrecht
3109, ECLI:NL:RVS:2022:3352, Bestuursrecht, Vreemdelingenrecht
3110, ECLI:NL:RVS:2014:3715, Bestuursrecht, 
3111, ECLI:NL:RBLIM:2023:6175, Bestuursrecht, 
3112, ECLI:NL:GHAMS:2021:3979, Civiel recht, 
3113, ECLI:NL:RBDHA:2025:3440, Bestuursrecht, Vreemdelingenrecht
3114, ECLI:NL:GHARN:2004:AO7447, Bestuursrecht, Belastingrecht
3115, ECLI:NL:RVS:2017:869, Bestuursrecht, Vreemdelingenrecht
3116, ECLI:NL:PHR:2024:562, Civiel recht, Insolventierecht
3117, ECLI:NL:RVS:2011:BT6673, Bestuursrecht, Vreemdelingenrecht
3118, ECLI:NL:RVS:2017:1725, Bestuursrecht, Vreemdelingenrecht
3119, ECLI:NL:HR:2015:3019, Civiel recht, 
3120, ECLI:NL:HR:2002:AD9609, Civiel recht, 
3121, ECLI:NL:CBB:2023:117, Bestuursrecht, 
3122, ECLI:NL:CRVB:2017:2408, Bestuursrecht, Socialezekerheidsrecht
3123, ECLI:NL:RBAMS:2020:6481, Civiel recht, 
3124, ECLI:NL:RVS:2017:793, Bestuursrecht, Vreemdelingenrecht
3125, ECLI:NL:HR:2018:650, Civiel recht, 
3126, ECLI:NL:HR:2013:1212, Bestuursrecht, Belastingrecht
3127, ECLI:NL:HR:2013:BZ3641, Civiel recht, 
3128, ECLI:NL:CRVB:1975:ZB0069, Bestuursrecht, Socialezekerheidsrecht
3129, ECLI:NL:HR:2020:700, Bestuursrecht, Belastingrecht
3130, ECLI:NL:CRVB:2020:1882, Bestuursrecht, Socialezekerheidsrecht
3131, ECLI:NL:HR:2013:BZ6799, Bestuursrecht, Belastingrecht
3132, ECLI:NL:RVS:2017:3405, Bestuursrecht, 
3133, ECLI:NL:RVS:2023:888, Bestuursrecht, Vreemdelingenrecht
3134, ECLI:NL:GHARL:2024:5851, Civiel recht, 
3135, ECLI:NL:GHLEE:2008:BG1794, Bestuursrecht, Bestuursstrafrecht
3136, ECLI:NL:RVS:2017:1057, Bestuursrecht, 
3137, ECLI:NL:HR:2023:1622, Civiel recht, 
3138, ECLI:NL:RVS:2013:BZ4970, Bestuursrecht, 
3139, ECLI:NL:HR:2014:3533, Civiel recht, Personen- en familierecht
3140, ECLI:NL:HR:2004:AO1213, Civiel recht, 
3141, ECLI:NL:RBNNE:2020:4152, Civiel recht, 
3142, ECLI:NL:HR:2016:2013, Civiel recht, 
3143, ECLI:NL:RVS:2008:BC3624, Bestuursrecht, 
3144, ECLI:NL:GHARL:2021:11384, Civiel recht, 
3145, ECLI:NL:CRVB:2013:BY9138, Bestuursrecht, Socialezekerheidsrecht
3146, ECLI:NL:HR:2008:BC5012, Civiel recht, 
3147, ECLI:NL:RVS:2019:4200, Bestuursrecht, Vreemdelingenrecht
3148, ECLI:NL:GHARL:2021:9033, Civiel recht, Arbeidsrecht
3149, ECLI:NL:HR:2012:BV6999, Strafrecht, 
3150, ECLI:NL:GHARL:2022:9934, Strafrecht, Strafprocesrecht
3151, ECLI:NL:HR:2004:AN8071, Civiel recht, 
3152, ECLI:NL:HR:2006:AZ0758, Civiel recht, 
3153, ECLI:NL:CRVB:2021:2482, Bestuursrecht, Socialezekerheidsrecht
3154, ECLI:NL:RVS:2019:148, Bestuursrecht, 
3155, ECLI:NL:RVS:2013:1348, Bestuursrecht, 
3156, ECLI:NL:GHARL:2019:3197, Strafrecht, Strafprocesrecht
3157, ECLI:NL:RVS:2015:2729, Bestuursrecht, Vreemdelingenrecht
3158, ECLI:NL:HR:2001:AB0801, Civiel recht, 
3159, ECLI:NL:HR:2024:290, Bestuursrecht, Belastingrecht
3160, ECLI:NL:XX:1976:AC0386, Bestuursrecht, Belastingrecht
3161, ECLI:NL:RBDHA:2024:13031, Bestuursrecht, Vreemdelingenrecht
3162, ECLI:NL:HR:2024:853, Bestuursrecht, Belastingrecht
3163, ECLI:NL:RVS:2020:2980, Bestuursrecht, Vreemdelingenrecht
3164, ECLI:NL:RVS:2021:866, Bestuursrecht, 
3165, ECLI:NL:HR:2008:BF2295, Civiel recht, Personen- en familierecht
3166, ECLI:NL:GHSHE:2008:BG9625, Bestuursrecht, Belastingrecht
3167, ECLI:NL:RVS:2017:1674, Bestuursrecht, Vreemdelingenrecht
3168, ECLI:NL:RBNHO:2025:667, Civiel recht, Insolventierecht
3169, ECLI:NL:HR:2020:334, Bestuursrecht, Belastingrecht
3170, ECLI:NL:RVS:2013:BZ9045, Bestuursrecht, 
3171, ECLI:NL:RVS:2017:393, Bestuursrecht, Omgevingsrecht
3172, ECLI:NL:HR:2013:1246, Civiel recht, 
3173, ECLI:NL:HR:1996:ZC2215, Civiel recht, 
3174, ECLI:NL:RVS:2013:112, Bestuursrecht, 
3175, ECLI:NL:HR:2012:BV0890, Civiel recht, Insolventierecht
3176, ECLI:NL:HR:2016:1129, Bestuursrecht, Belastingrecht
3177, ECLI:NL:HR:2021:1963, Bestuursrecht, Belastingrecht
3178, ECLI:NL:RVS:2019:4440, Bestuursrecht, 
3179, ECLI:NL:RVS:2023:1433, Bestuursrecht, Omgevingsrecht
3180, ECLI:NL:PHR:2016:1222, Bestuursrecht, Belastingrecht
3181, ECLI:NL:RVS:2023:4785, Bestuursrecht, Vreemdelingenrecht
3182, ECLI:NL:GHLEE:2012:BZ6620, Bestuursrecht, Bestuursstrafrecht
3183, ECLI:NL:HR:2021:527, Civiel recht, 
3184, ECLI:NL:RBAMS:2016:9893, Bestuursrecht, 
3185, ECLI:NL:CRVB:2019:669, Bestuursrecht, Socialezekerheidsrecht
3186, ECLI:NL:HR:2017:3084, Bestuursrecht, Belastingrecht
3187, ECLI:NL:OGEAA:2017:677, Bestuursrecht, Belastingrecht
3188, ECLI:NL:RVS:2015:2833, Bestuursrecht, 
3189, ECLI:NL:PHR:2018:468, Bestuursrecht, Belastingrecht
3190, ECLI:NL:RVS:2012:BW4359, Bestuursrecht, Vreemdelingenrecht
3191, ECLI:NL:HR:2003:AF6486, Bestuursrecht, Belastingrecht
3192, ECLI:NL:GHAMS:2024:355, Bestuursrecht, Belastingrecht
3193, ECLI:NL:RVS:2016:292, Bestuursrecht, 
3194, ECLI:NL:RVS:2016:353, Bestuursrecht, Vreemdelingenrecht
3195, ECLI:NL:CRVB:2018:530, Bestuursrecht, Socialezekerheidsrecht
3196, ECLI:NL:RBMNE:2023:1259, Bestuursrecht, Belastingrecht
3197, ECLI:NL:RVS:2014:4197, Bestuursrecht, Omgevingsrecht
3198, ECLI:NL:CRVB:2015:2446, Bestuursrecht, Ambtenarenrecht
3199, ECLI:NL:RVS:2020:1081, Bestuursrecht, Omgevingsrecht
3200, ECLI:NL:CBB:2022:433, Bestuursrecht, 
3201, ECLI:NL:RVS:2006:AZ1727, Bestuursrecht, 
3202, ECLI:NL:RVS:2020:953, Bestuursrecht, 
3203, ECLI:NL:RVS:2020:944, Bestuursrecht, 
3204, ECLI:NL:RBMNE:2023:2046, Bestuursrecht, Socialezekerheidsrecht
3205, ECLI:NL:RBAMS:2023:6335, Strafrecht, Europees strafrecht
3206, ECLI:NL:HR:2020:2099, Civiel recht, Burgerlijk procesrecht
3207, ECLI:NL:HR:2016:733, Strafrecht, 
3208, ECLI:NL:HR:2011:BP4012, Civiel recht, 
3209, ECLI:NL:GHSHE:2020:1254, Civiel recht, 
3210, ECLI:NL:RVS:2014:3126, Bestuursrecht, 
3211, ECLI:NL:HR:1996:ZC2025, Civiel recht, 
3212, ECLI:NL:HR:2014:714, Strafrecht, 
3213, ECLI:NL:RVS:2021:1395, Bestuursrecht, 
3214, ECLI:NL:RBMNE:2015:5075, Bestuursrecht, Belastingrecht
3215, ECLI:NL:HR:2017:934, Civiel recht, Personen- en familierecht
3216, ECLI:NL:TNORARL:2021:48, Civiel recht, Personen- en familierecht
3217, ECLI:NL:HR:2023:332, Bestuursrecht, Belastingrecht
3218, ECLI:NL:RVS:2016:2474, Bestuursrecht, Vreemdelingenrecht
3219, ECLI:NL:RVS:2020:1730, Bestuursrecht, Omgevingsrecht
3220, ECLI:NL:HR:2021:197, Strafrecht, 
3221, ECLI:NL:RVS:2022:808, Bestuursrecht, Vreemdelingenrecht
3222, ECLI:NL:HR:2009:BC3691, Bestuursrecht, Belastingrecht
3223, ECLI:NL:HR:2013:1361, Bestuursrecht, Belastingrecht
3224, ECLI:NL:GHAMS:2009:BK4978, Civiel recht, 
3225, ECLI:NL:RVS:2015:811, Bestuursrecht, 
3226, ECLI:NL:RVS:2014:4682, Bestuursrecht, 
3227, ECLI:NL:PHR:2022:100, Bestuursrecht, Belastingrecht
3228, ECLI:NL:CRVB:2016:820, Bestuursrecht, Socialezekerheidsrecht
3229, ECLI:NL:GHARL:2020:10518, Bestuursrecht, Belastingrecht
3230, ECLI:NL:RVS:2016:890, Bestuursrecht, Vreemdelingenrecht
3231, ECLI:NL:RVS:2020:21, Bestuursrecht, Vreemdelingenrecht
3232, ECLI:NL:HR:2018:672, Bestuursrecht, Belastingrecht
3233, ECLI:NL:CRVB:2006:AY8235, Bestuursrecht, Socialezekerheidsrecht
3234, ECLI:NL:RVS:2023:4355, Bestuursrecht, Vreemdelingenrecht
3235, ECLI:NL:HR:2022:45, Bestuursrecht, Belastingrecht
3236, ECLI:NL:RBOVE:2019:2727, Civiel recht, 
3237, ECLI:NL:PHR:2011:BO5996, Bestuursrecht, Belastingrecht
3238, ECLI:NL:RBNHO:2025:317, Bestuursrecht, Socialezekerheidsrecht
3239, ECLI:NL:RVS:2025:2865, Bestuursrecht, Vreemdelingenrecht
3240, ECLI:NL:RVS:2020:856, Bestuursrecht, 
3241, ECLI:NL:RVS:2004:AP0402, Bestuursrecht, Omgevingsrecht
3242, ECLI:NL:RVS:2016:737, Bestuursrecht, Omgevingsrecht
3243, ECLI:NL:HR:2005:AP1951, Bestuursrecht, Belastingrecht
3244, ECLI:NL:RVS:2014:1870, Bestuursrecht, 
3245, ECLI:NL:RBNHO:2021:4479, Civiel recht, Personen- en familierecht
3246, ECLI:NL:GHARL:2021:2349, Strafrecht, 
3247, ECLI:NL:OGHNAA:2008:BG3692, Bestuursrecht, 
3248, ECLI:NL:RVS:2012:BX6492, Bestuursrecht, 
3249, ECLI:NL:RVS:2019:3596, Bestuursrecht, 
3250, ECLI:NL:HR:2023:885, Civiel recht, 
3251, ECLI:NL:HR:2022:640, Bestuursrecht, Belastingrecht
3252, ECLI:NL:GHARL:2021:11114, Bestuursrecht, Belastingrecht
3253, ECLI:NL:HR:2021:168, Bestuursrecht, Belastingrecht
3254, ECLI:NL:GHARL:2022:10952, Civiel recht, 
3255, ECLI:NL:CBB:2024:191, Bestuursrecht, 
3256, ECLI:NL:CBB:2022:78, Bestuursrecht, 
3257, ECLI:NL:HR:1988:ZC3796, Bestuursrecht, Belastingrecht
3258, ECLI:NL:RVS:2023:719, Bestuursrecht, Vreemdelingenrecht
3259, ECLI:NL:GHARL:2020:3336, Bestuursrecht, Bestuursstrafrecht
3260, ECLI:NL:HR:2021:1170, Civiel recht, 
3261, ECLI:NL:RVS:2017:1601, Bestuursrecht, Vreemdelingenrecht
3262, ECLI:NL:GHSHE:2020:4113, Bestuursrecht, Belastingrecht
3263, ECLI:NL:RVS:2020:3034, Bestuursrecht, Vreemdelingenrecht
3264, ECLI:NL:CRVB:2018:4230, Bestuursrecht, Socialezekerheidsrecht
3265, ECLI:NL:HR:2019:1409, Civiel recht, 
3266, ECLI:NL:RVS:2018:1326, Bestuursrecht, Vreemdelingenrecht
3267, ECLI:NL:RBDHA:2025:2966, Bestuursrecht, Socialezekerheidsrecht
3268, ECLI:NL:RVS:2016:1917, Bestuursrecht, Omgevingsrecht
3269, ECLI:NL:HR:1998:ZC2588, Civiel recht, 
3270, ECLI:NL:CRVB:2021:94, Bestuursrecht, Socialezekerheidsrecht
3271, ECLI:NL:RVS:2019:4101, Bestuursrecht, 
3272, ECLI:NL:HR:2023:1052, Bestuursrecht, Belastingrecht
3273, ECLI:NL:RVS:2014:4335, Bestuursrecht, 
3274, ECLI:NL:RVS:2022:2221, Bestuursrecht, 
3275, ECLI:NL:HR:2014:2627, Civiel recht, 
3276, ECLI:NL:PHR:2017:977, Bestuursrecht, Belastingrecht
3277, ECLI:NL:HR:2024:1079, Civiel recht, Personen- en familierecht
3278, ECLI:NL:HR:1997:AA2165, Bestuursrecht, Belastingrecht
3279, ECLI:NL:RVS:2017:3156, Bestuursrecht, 
3280, ECLI:NL:RVS:2018:638, Bestuursrecht, 
3281, ECLI:NL:GHSHE:2021:3409, Civiel recht, Verbintenissenrecht
3282, ECLI:NL:RBDHA:2023:3590, Bestuursrecht, Vreemdelingenrecht
3283, ECLI:NL:HR:2004:AR1739, Civiel recht, 
3284, ECLI:NL:RBLIM:2020:2753, Civiel recht, 
3285, ECLI:NL:GHARL:2022:9414, Civiel recht, Arbeidsrecht
3286, ECLI:NL:GHARL:2021:6004, Bestuursrecht, Belastingrecht
3287, ECLI:NL:PHR:2016:1374, Bestuursrecht, Belastingrecht
3288, ECLI:NL:HR:2000:AA5967, Civiel recht, 
3289, ECLI:NL:RVS:2021:207, Bestuursrecht, 
3290, ECLI:NL:HR:2020:318, Bestuursrecht, Belastingrecht
3291, ECLI:NL:CRVB:2020:38, Bestuursrecht, Socialezekerheidsrecht
3292, ECLI:NL:HR:2020:866, Bestuursrecht, Belastingrecht
3293, ECLI:NL:RVS:2013:2116, Bestuursrecht, Vreemdelingenrecht
3294, ECLI:NL:HR:2015:1332, Strafrecht, 
3295, ECLI:NL:CRVB:2017:1474, Bestuursrecht, Socialezekerheidsrecht
3296, ECLI:NL:HR:2017:965, Bestuursrecht, Belastingrecht
3297, ECLI:NL:RBDHA:2025:1161, Bestuursrecht, 
3298, ECLI:NL:CRVB:2022:133, Bestuursrecht, Socialezekerheidsrecht
3299, ECLI:NL:HR:2009:BH2822, Civiel recht, Ondernemingsrecht
3300, ECLI:NL:RBGEL:2024:6647, Bestuursrecht, Bestuursprocesrecht
3301, ECLI:NL:GHARL:2024:3566, Civiel recht, Personen- en familierecht
3302, ECLI:NL:CBB:2020:994, Bestuursrecht, 
3303, ECLI:NL:RBDHA:2024:11040, Bestuursrecht, Vreemdelingenrecht
3304, ECLI:NL:RVS:2011:BP9284, Bestuursrecht, Vreemdelingenrecht
3305, ECLI:NL:HR:2019:1315, Bestuursrecht, Belastingrecht
3306, ECLI:NL:GHSHE:2023:945, Bestuursrecht, Belastingrecht
3307, ECLI:NL:CRVB:2017:102, Bestuursrecht, Ambtenarenrecht
3308, ECLI:NL:GHDHA:2017:1186, Bestuursrecht, Belastingrecht
3309, ECLI:NL:PHR:2017:1397, Bestuursrecht, Belastingrecht
3310, ECLI:NL:RBAMS:2024:6162, Strafrecht, Europees strafrecht
3311, ECLI:NL:RBNNE:2023:4216, Bestuursrecht, 
3312, ECLI:NL:RBGEL:2019:1936, Civiel recht, 
3313, ECLI:NL:RVS:2016:1261, Bestuursrecht, Vreemdelingenrecht
3314, ECLI:NL:RVS:2018:174, Bestuursrecht, Vreemdelingenrecht
3315, ECLI:NL:RBNNE:2024:2577, Civiel recht, Insolventierecht
3316, ECLI:NL:HR:2013:BY8357, Strafrecht, 
3317, ECLI:NL:CBB:2021:706, Bestuursrecht, 
3318, ECLI:NL:HR:2024:391, Bestuursrecht, Belastingrecht
3319, ECLI:NL:HR:2015:1284, Civiel recht, 
3320, ECLI:NL:RVS:2022:1040, Bestuursrecht, Vreemdelingenrecht
3321, ECLI:NL:RVS:2024:5000, Bestuursrecht, 
3322, ECLI:NL:GHARL:2020:6696, Civiel recht, Personen- en familierecht
3323, ECLI:NL:RVS:2020:2420, Bestuursrecht, 
3324, ECLI:NL:CRVB:2020:3229, Bestuursrecht, Socialezekerheidsrecht
3325, ECLI:NL:RVS:2012:BX3316, Bestuursrecht, 
3326, ECLI:NL:GHARL:2021:936, Bestuursrecht, Belastingrecht
3327, ECLI:NL:CRVB:1998:AA3445, Bestuursrecht, Socialezekerheidsrecht
3328, ECLI:NL:RBDHA:2021:8133, Civiel recht, Personen- en familierecht
3329, ECLI:NL:HR:2014:1335, Civiel recht, 
3330, ECLI:NL:RVS:2018:1803, Bestuursrecht, Vreemdelingenrecht
3331, ECLI:NL:RVS:2012:BX7107, Bestuursrecht, 
3332, ECLI:NL:HR:2024:756, Bestuursrecht, Belastingrecht
3333, ECLI:NL:HR:2011:BR0664, Bestuursrecht, Belastingrecht
3334, ECLI:NL:CRVB:2023:951, Bestuursrecht, Socialezekerheidsrecht
3335, ECLI:NL:HR:2006:AV0401, Bestuursrecht, Belastingrecht
3336, ECLI:NL:RVS:2015:2226, Bestuursrecht, 
3337, ECLI:NL:ORBBACM:2014:29, Bestuursrecht, 
3338, ECLI:NL:RVS:2021:171, Bestuursrecht, Omgevingsrecht
3339, ECLI:NL:RVS:2022:1198, Bestuursrecht, 
3340, ECLI:NL:RVS:2025:157, Bestuursrecht, Vreemdelingenrecht
3341, ECLI:NL:GHDHA:2020:2809, Bestuursrecht, Belastingrecht
3342, ECLI:NL:HR:1998:ZC2551, Civiel recht, 
3343, ECLI:NL:CRVB:2010:BN5961, Bestuursrecht, Socialezekerheidsrecht
3344, ECLI:NL:CRVB:2019:1101, Bestuursrecht, Socialezekerheidsrecht
3345, ECLI:NL:RVS:2010:BP0428, Bestuursrecht, Vreemdelingenrecht
3346, ECLI:NL:CRVB:2019:4331, Bestuursrecht, Socialezekerheidsrecht
3347, ECLI:NL:RVS:2018:1841, Bestuursrecht, Omgevingsrecht
3348, ECLI:NL:HR:1991:ZC0228, Civiel recht, 
3349, ECLI:NL:HR:2019:623, Bestuursrecht, Belastingrecht
3350, ECLI:NL:RVS:2016:1329, Bestuursrecht, 
3351, ECLI:NL:HR:2021:1360, Civiel recht, 
3352, ECLI:NL:RVS:2018:2815, Bestuursrecht, Vreemdelingenrecht
3353, ECLI:NL:RVS:2020:1157, Bestuursrecht, 
3354, ECLI:NL:RVS:2024:1411, Bestuursrecht, 
3355, ECLI:NL:GHARL:2016:8749, Strafrecht, 
3356, ECLI:NL:RVS:2013:811, Bestuursrecht, 
3357, ECLI:NL:RVS:2022:550, Bestuursrecht, 
3358, ECLI:NL:CRVB:2009:BH1009, Bestuursrecht, Socialezekerheidsrecht
3359, ECLI:NL:RVS:2016:1351, Bestuursrecht, 
3360, ECLI:NL:HR:1982:AG4503, Civiel recht, 
3361, ECLI:NL:RBAMS:2021:4336, Strafrecht, Europees strafrecht
3362, ECLI:NL:RVS:2019:921, Bestuursrecht, 
3363, ECLI:NL:RVS:2011:BT7418, Bestuursrecht, 
3364, ECLI:NL:RVS:2021:1422, Bestuursrecht, 
3365, ECLI:NL:GHAMS:2021:3640, Bestuursrecht, Belastingrecht
3366, ECLI:NL:HR:1993:ZC0839, Civiel recht, 
3367, ECLI:NL:HR:2001:AD4849, Bestuursrecht, Belastingrecht
3368, ECLI:NL:RVS:2016:816, Bestuursrecht, Vreemdelingenrecht
3369, ECLI:NL:CRVB:2009:BJ0929, Bestuursrecht, Socialezekerheidsrecht
3370, ECLI:NL:RVS:2013:BZ2265, Bestuursrecht, 
3371, ECLI:NL:RVS:2021:1062, Bestuursrecht, 
3372, ECLI:NL:HR:2024:571, Bestuursrecht, Belastingrecht
3373, ECLI:NL:RVS:2019:896, Bestuursrecht, 
3374, ECLI:NL:HR:2012:BY5384, Civiel recht, 
3375, ECLI:NL:HR:2005:AR6164, Civiel recht, 
3376, ECLI:NL:RVS:2022:1628, Bestuursrecht, 
3377, ECLI:NL:HR:2018:1319, Bestuursrecht, Belastingrecht
3378, ECLI:NL:RVS:2014:3441, Bestuursrecht, 
3379, ECLI:NL:HR:2013:20, Bestuursrecht, Belastingrecht
3380, ECLI:NL:RVS:2024:2265, Bestuursrecht, Vreemdelingenrecht
3381, ECLI:NL:RVS:2015:410, Bestuursrecht, Vreemdelingenrecht
3382, ECLI:NL:HR:2021:1778, Civiel recht, 
3383, ECLI:NL:RVS:2015:2414, Bestuursrecht, 
3384, ECLI:NL:HR:2011:BO5046, Bestuursrecht, Belastingrecht
3385, ECLI:NL:HR:2015:740, Bestuursrecht, Belastingrecht
3386, ECLI:NL:HR:2012:BX0146, Strafrecht, 
3387, ECLI:NL:HR:2018:1790, Bestuursrecht, Belastingrecht
3388, ECLI:NL:PHR:2023:485, Bestuursrecht, Belastingrecht
3389, ECLI:NL:HR:1983:AB7540, Strafrecht, 
3390, ECLI:NL:HR:2020:1728, Bestuursrecht, Belastingrecht
3391, ECLI:NL:GHSHE:2012:BX9463, Bestuursrecht, Europees bestuursrecht
3392, ECLI:NL:PHR:2017:373, Bestuursrecht, Belastingrecht
3393, ECLI:NL:RVS:2019:2625, Bestuursrecht, 
3394, ECLI:NL:RVS:2012:BX5966, Bestuursrecht, 
3395, ECLI:NL:RVS:2019:4305, Bestuursrecht, 
3396, ECLI:NL:RVS:2024:719, Bestuursrecht, 
3397, ECLI:NL:HR:2025:46, Bestuursrecht, Belastingrecht
3398, ECLI:NL:HR:2019:1020, Bestuursrecht, Belastingrecht
3399, ECLI:NL:RBZWB:2023:8022, Bestuursrecht, 
3400, ECLI:NL:RVS:2017:644, Bestuursrecht, Vreemdelingenrecht
3401, ECLI:NL:RBAMS:2024:5399, Strafrecht, Europees strafrecht
3402, ECLI:NL:CRVB:2023:949, Bestuursrecht, Socialezekerheidsrecht
3403, ECLI:NL:CBB:2023:471, Bestuursrecht, 
3404, ECLI:NL:RVS:2018:729, Bestuursrecht, Vreemdelingenrecht
3405, ECLI:NL:RBAMS:2021:5052, Strafrecht, Europees strafrecht
3406, ECLI:NL:RVS:2025:2866, Bestuursrecht, Vreemdelingenrecht
3407, ECLI:NL:HR:2019:1579, Bestuursrecht, Belastingrecht
3408, ECLI:NL:RVS:2024:881, Bestuursrecht, Vreemdelingenrecht
3409, ECLI:NL:RVS:2021:1112, Bestuursrecht, 
3410, ECLI:NL:HR:2013:64, Bestuursrecht, Belastingrecht
3411, ECLI:NL:GHSHE:2024:2425, Civiel recht, 
3412, ECLI:NL:RVS:2015:2345, Bestuursrecht, Vreemdelingenrecht
3413, ECLI:NL:RBAMS:2025:553, Strafrecht, Europees strafrecht
3414, ECLI:NL:RBROT:2017:4362, Bestuursrecht, 
3415, ECLI:NL:HR:2004:AO7817, Civiel recht, 
3416, ECLI:NL:RBDHA:2021:13948, Civiel recht, Personen- en familierecht
3417, ECLI:NL:CRVB:2023:1380, Bestuursrecht, Socialezekerheidsrecht
3418, ECLI:NL:RVS:2016:2566, Bestuursrecht, 
3419, ECLI:NL:RVS:2022:1973, Bestuursrecht, 
3420, ECLI:NL:GHSHE:2016:4603, Bestuursrecht, Belastingrecht
